单词,音标,中文解释,是否为初中单词
construct,kənˈstrʌkt,"vt. 建造；构思，构筑；创立['kɒnstrʌkt]
n.  构想， 观念",False
construction,kənˈstrʌkʃn,n.  建筑， 建筑物； 结构， 句法关系,False
consult,kənˈsʌlt,"vi.  交换意见， 商议； 当顾问
vt. 请教，找…商量；咨询；查阅，查看",False
consultant,kənˈsʌltənt,n.  会诊医师， 顾问医生； 顾问,False
consume,kənˈsju:m,vt.  消耗， 损耗； 消费； 吃， 喝； 使充满； 烧毁， 毁灭,False
contain,kənˈteɪn,vt.  包含， 容纳， 装有； 控制， 阻止， 遏制,False
container,kənˈteɪnə(r),n.  容器； 集装箱,False
contemporary,kənˈtemprəri,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的",False
content,'kɒntent,"adj.  满意的
n. 内容；满意[kən'tent]
vt. 使满意",False
continent,ˈkɒntɪnənt,"n. 大陆，洲，陆地
adj. 自制的，克制的",False
contradict,ˌkɒntrəˈdɪkt,vt.  反驳， 否认…的真实性； 与…发生矛盾， 与…抵触,False
contradictory,ˌkɒntrəˈdɪktəri,"adj. 矛盾的；反对的；反驳的；抗辩的
n. 对立物；矛盾因素",False
contrary,ˈkɒntrəri,"adj. 相反的， 矛盾的， 对抗的
n. 矛盾， 反对；相反， 反面；对立物， 对立面",False
contribute,kənˈtrɪbju:t,"vi. 捐献，作出贡献；有助于，促成；起作用；投稿
vt.  捐， 捐献， 捐款； 投； 贡献",False
contribution,ˌkɒntrɪˈbju:ʃn,n.  贡献， 促成作用； 捐款， 捐献物； 稿件， 文稿,False
controversial,ˌkɒntrəˈvɜ:ʃl,adj.  引起争论的， 有争议的,False
convenience,kənˈvi:niəns,"n. 便利,方便;(pl.)便利设备",False
convenient,kənˈvi:niənt,adj. 方便的；[废语]适当的；[口语]近便的；实用的,False
conventional,kənˈvenʃənl,adj.  普通的， 习惯的； 常规的， 因循守旧的， 传统的,False
convey,kənˈveɪ,vt.  表达， 传达； 传递； 运送， 输送； 转让,False
convince,kənˈvɪns,vt.  使确信， 使信服， 说服,False
cooker,ˈkʊkə(r),n. 炊具；烹饪用水果；窜改者,False
coral,ˈkɒrəl,"adj.  珊瑚色的， 红色的
n. 珊瑚；珊瑚虫",False
cordless,ˈkɔ:dləs,"n. 不用电线的
adj. 无线的（副词cordlessly）",False
corporation,ˌkɔ:pəˈreɪʃn,n. 公司；法人（团体）；社团；大腹便便；市政当局,False
correction,kəˈrekʃn,n. 改正；纠正；修正,False
correspond,ˌkɒrəˈspɒnd,vi.  相符合， 相一致； 相当， 相类似； 通信,False
corrupt,kəˈrʌpt,"adj. 腐败的，堕落的；讹误的，走样的containingerrorsorchanges)
v.  使腐败， 使堕落",False
cosy,'kəʊzɪ,"adj. 舒适的；惬意的
n. 保温罩",False
cottage,ˈkɒtɪdʒ,n. 小屋；村舍；（农舍式的）小别墅,False
cotton,ˈkɒtn,"n. 棉花；棉布；棉线
v. 一致；理解；和谐；亲近
adj. 棉的；棉制的",False
counter,ˈkaʊntə(r),"n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码
v. 反击，还击；反向移动，对着干；反驳，回答
adj. 相反的
adv. 反方向地；背道而驰地",False
court,kɔ:t,"v.  献殷勤； 追求， 求爱； 招致， 导致
n. 法庭，法院；宫廷，朝廷；球场",False
courtyard,ˈkɔ:tjɑ:d,n. 庭院，院子，天井,False
cow,kaʊ,"n. 奶牛，母牛；母兽
v. 威胁，恐吓",False
cowboy,ˈkaʊbɔɪ,n. 牛仔；牧童；莽撞的人,False
crash,kræʃ,"v. 碰撞；冲，闯；倒下，坠落；发出撞击声；垮台，破产
adj.  速成的
n. 碰撞；坠落，坠毁；破裂声，撞击声",False
cream,kri:m,"adj.  奶油色的
n. 奶油；奶油色；乳汁食品；面霜
vt. 提取奶油；涂面霜",False
creature,ˈkri:tʃə(r),n.  创造物， 产物； 生物， 动物， 家畜,False
credit,ˈkredɪt,"n. 赊账期限；信贷，赊欠；赞扬，荣誉，声望，功劳；学分；信任，相信
vt.  信任， 相信； 把…记入贷方； 把…归于",False
crew,kru:,"n. 队，组；全体人员，全体船员
v. 一起工作",False
crime,kraɪm,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律",False
criminal,ˈkrɪmɪnl,"adj.  犯罪的， 刑事的
n. 犯人，罪犯，刑事犯",False
criterion,kraɪˈtɪəriən,n. (pl.criteria或s)标准，尺度,False
crossing,ˈkrɒsɪŋ,"n. 十字路口；杂交；横渡；横道
v. 横越（cross的现在分词）",False
crossroads,ˈkrɒsrəʊdz,n. 十字路口；交叉路口；聚会的中心地点（crossroad的复数形式）,False
crowd,kraʊd,"vi. 聚集，群集；挤，涌
n. 群，人群，群众；一群，一批
vt.  挤满， 塞满； 挤， 推",False
cruel,kru:əl,adj. 残酷的，残忍的；使人痛苦的，让人受难的；无情的，严酷的,False
cube,kju:b,"n. 立方；立方体；骰子
v. 使成立方形；使自乘二次；量…的体积",False
cubic,ˈkju:bɪk,"adj. 立方体的，立方的
n. (Cubic)人名；(罗)库比克",False
cuisine,kwɪˈzi:n,n.  烹饪； 烹调法， 烹调风格； 菜肴,False
cupboard,ˈkʌbəd,n.  柜橱；  碗碟橱， 食橱,False
cure,kjʊə(r),"v. 治疗；治愈；使硫化；加工处理
n. 治疗；治愈；[临床] 疗法",False
curious,ˈkjʊəriəs,adj.  好奇的； 爱打听的； 古怪的， 难理解的， 奇特的， 稀奇的,False
currency,ˈkʌrənsi,n.  通货， 货币； 通行， 流行,False
curriculum,kəˈrɪkjələm,"n. 课程,(学校等的)全部课程",False
curtain,ˈkɜ:tn,"n. 窗帘,门帘；幕(布)
v. 用帘子隔开",False
cushion,ˈkʊʃn,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
v. 给…安上垫子；把…安置在垫子上；缓和…的冲击",False
custom,ˈkʌstəm,"n. 习惯，惯例；风俗；海关，关税；经常光顾；[总称]（经常性的）顾客
adj. （衣服等）定做的，定制的",False
customs,ˈkʌstəmz,n. 海关；风俗（custom的复数）；习惯；关税,False
cycle,ˈsaɪkl,"vi.  骑自行车， 骑摩托车； 循环
n. 循环；周期；自行车，摩托车；整个系列
vt. 使循环",False
cyclist,ˈsaɪklɪst,n. 骑自行车的人,False
dam,dæm,"v. 控制；筑坝
n. [水利] 水坝；障碍",False
damage,ˈdæmɪdʒ,"n. 损害；损毁；赔偿金
v. 损害；损毁",False
damp,dæmp,"adj. 潮湿的，微湿的
n. 潮湿，湿气
vt.  使潮湿； 使沮丧； 抑制",False
dare,deə(r),"n. 挑战；挑动
v. 敢冒；不惧",False
darkness,ˈdɑ:knəs,n. 黑暗；模糊；无知；阴郁,False
dash,dæʃ,"v. 飞奔，猛冲；猛掷；使破灭，使沮丧
n.  飞奔， 猛冲； 破折号； 精力， 干劲",False
data,ˈdeɪtə,n. 数据（datum的复数）；资料,False
database,ˈdeɪtəbeɪs,n. (databank)数据库,False
dawn,dɔ:n,"n. 黎明；开端
v. 破晓；出现；被领悟",False
daylight,ˈdeɪlaɪt,n. 白天；日光；黎明；公开,False
deadline,ˈdedlaɪn,n.  最后期限， 截止日期,False
death,deθ,n. 死；死亡；死神；毁灭,False
debate,dɪˈbeɪt,"v.  讨论， 辩论
n. 正式的辩论，讨论",False
debt,det,n.  债务； 负债情况； 罪过,False
decade,ˈdekeɪd,n. 十年，十年期；十,False
declare,dɪˈkleə(r),"vi.  表态
vt. 宣布，宣告，声明；断言，宣称；申报",False
decline,dɪˈklaɪn,"vi. 下倾， 下降， 下垂； 衰落
vt. 拒绝， 谢绝
n. 倾斜； 下降； 衰落，衰退；斜面， 倾斜",False
decorate,ˈdekəreɪt,v.  装饰， 装潢， 布置； 授勋,False
decoration,ˌdekəˈreɪʃn,n.  装饰， 装潢； 装饰品； 奖章,False
decrease,dɪˈkri:s,"v.  减少， 减弱， 降低
n.  减少， 减小， 减少额， 减少量",False
deed,di:d,"n. 行动；功绩；证书；[法] 契据
vt. 立契转让",False
deeply,ˈdi:pli,adv.  深深地， 强烈地； 在深处； 低沉地,False
deer,dɪə(r),n. 鹿,False
defeat,dɪˈfi:t,"v. 击败，战胜；挫败；使…失败
n. 失败的事实；击败的行为",False
defence,dɪˈfens,n. 防卫 防护 防御物 辩护 被告律师,False
defend,dɪˈfend,vt.  防守， 保护； 为…辩护,False
delay,dɪˈleɪ,"v. 延期；耽搁
n. 延期；耽搁；被耽搁或推迟的时间",False
delete,dɪˈli:t,v. 删除文字，擦去(字迹),False
deliberately,dɪˈlɪbərətli,adv. 故意地；谨慎地；慎重地,False
delicate,ˈdelɪkət,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的,False
delight,dɪˈlaɪt,"v. 愉快，高兴
n.  快乐， 高兴； 令人高兴的事， 乐趣",False
delighted,dɪˈlaɪtɪd,"adj. 高兴的；欣喜的
v. 使…兴高采烈；感到快乐（delight的过去分词）",False
deliver,dɪˈlɪvə(r),vt.  投递， 送交； 送货； 发表， 宣布， 讲； 给接生， 帮助产下； 给予； 解救， 拯救,False
demand,dɪˈmɑ:nd,"n. 请求偿付；要求；需要，需求
vt.  要求， 强令； 需要； 询问",False
dentist,ˈdentɪst,n.  牙科医生,False
department,dɪˈpɑ:tmənt,"n. 部,局,处,科,部门;系,学部",False
departure,dɪˈpɑ:tʃə(r),n.  离开， 起程， 出发； 背离， 违背,False
deposit,dɪˈpɒzɪt,"n. 定金，押金；存款；沉积物，矿床，矿藏
vt.  使沉淀； 存放， 寄存； 储蓄",False
depth,depθ,n. 〔情感的〕强烈程度；〔情况的〕严重程度,False
description,dɪˈskrɪpʃn,n.  描写， 描述； 说明书； 作图； 种类， 性质,False
desert,ˈdezət,"adj.  荒废的， 无人居住的； 沙漠的
n. 沙漠；不毛之地
vt.  抛弃； 撤离， 从…开小差",False
deserve,dɪˈzɜ:v,v. 应受（报答或惩罚）；值得,False
design,dɪˈzaɪn,"v.  设计； 预订， 指定； 谋划， 构思
n. 设计，构想；图样，图案；企图，图谋",False
desire,dɪˈzaɪə(r),"n. 欲望；要求，心愿；性欲
v. 想要；要求；希望得到…",False
desperate,ˈdespərət,adj.  绝望的； 拼命的， 不顾一切的； 极度渴望的； 危急的,False
dessert,dɪˈzɜ:t,n. （饭后）甜点；甜食,False
destination,ˌdestɪˈneɪʃn,n.  目的地， 终点； 目的， 目标,False
destroy,dɪˈstrɔɪ,vt.  毁坏， 毁灭； 消灭,False
detective,dɪˈtektɪv,"adj. 侦查的
n.  侦探， 私人侦探",False
determination,dɪˌtɜ:mɪˈneɪʃn,n.  决心， 决定； 确定， 测定； 诉讼的终止,False
determine,dɪˈtɜ:mɪn,v.  查明， 确定； 决心， 决定； 支配， 影响,False
devote,dɪˈvəʊt,v. （与to连用）献身；专心于,False
devotion,dɪˈvəʊʃn,n.  献身， 奉献； 忠实； 热爱； 虔诚,False
diagram,ˈdaɪəgræm,"vt. 图解
n.  图解， 简图， 图表",False
dial,ˈdaɪəl,"v. 拨号， 打电话
n. 钟面， 刻度盘， 拨号盘",False
diamond,ˈdaɪəmənd,"n. 钻石，金刚石；菱形；方块牌
adj. 菱形的；金刚钻的",False
dictation,dɪkˈteɪʃn,n. 口授；听写（的文字）,False
diet,ˈdaɪət,"v.  进特种饮食， 节食
n. 日常饮食；特种饮食，规定饮食",False
differ,ˈdɪfə(r),"v. 使…相异；使…不同
n. (Differ)人名；(法)迪费",False
digest,daɪˈdʒest,"v.  消化 into absorbable form)； 吸收(to absorb; to take into the mind or memory)
n.  摘要",False
digital,ˈdɪdʒɪtl,adj.  数字的； 数位的， 数字显示的,False
dignity,ˈdɪgnəti,n.  尊严， 庄严； 高贵， 尊贵； 自尊， 自重,False
dilemma,dɪˈlemə,"n. 进退两难的局面, 困难的选择",False
dimension,daɪˈmenʃn,"n. 方面;[数] 维；尺寸；次元；容积 vt标出尺寸
adj. 规格的",False
dine,daɪn,"v. 进餐，用餐
n. (Dine)人名；(意、葡)迪内；(英)戴恩；(法)迪纳",False
dinosaur,ˈdaɪnəsɔ:(r),n. 恐龙；过时、落伍的人或事物,False
dioxide,daɪˈɒksaɪd,n.  二氧化物 containing two atoms of oxygen in the molecule),False
dip,dɪp,"v. 浸，泡，蘸；舀取；把伸入
n. 下沉，下降；倾斜；浸渍，蘸湿",False
diploma,dɪˈpləʊmə,"n. 毕业证书，学位证书；公文，文书；奖状
vt. 发给…毕业文凭",False
directory,dəˈrektəri,"n. [计] 目录；工商名录；姓名地址录
adj. 指导的；咨询的",False
dirt,dɜ:t,n. 污垢，泥土；灰尘，尘土；下流话,False
dirty,ˈdɜ:ti,adj.  肮脏的； 下流的， 黄色的； 卑鄙的， 不道德的； 暴风雨的， 恶劣的,False
disability,ˌdɪsəˈbɪləti,n. 残疾；无能；无资格；不利条件,False
disabled,dɪsˈeɪbld,"adj. 残废的，有缺陷的
v. 使…失去能力（disable的过去分词）",False
disadvantage,ˌdɪsədˈvɑ:ntɪdʒ,n.  不便， 不利， 不利的情况；  损害， 损失,False
disagree,ˌdɪsəˈgri:,v.  不符， 不一致； 不同意， 争执； 不适合,False
disagreement,ˌdɪsəˈgri:mənt,n. 不一致；争论；意见不同,False
disappear,ˌdɪsəˈpɪə(r),vi.  消失， 不见； 消亡， 失踪,False
disappoint,ˌdɪsəˈpɔɪnt,vt.  使失望； 使落空,False
disappointment,ˌdɪsəˈpɔɪntmənt,n. 失望；沮丧,False
disaster,dɪˈzɑ:stə(r),n.  灾难， 灾祸， 天灾； 彻底的失败,False
discount,ˈdɪskaʊnt,"n.  折扣； 贴现， 贴现率
vt.  把…打折扣； 不信； 漠视； 低估",False
discourage,dɪsˈkʌrɪdʒ,vt.  使泄气， 使灰心； 阻止， 劝阻,False
discovery,dɪˈskʌvəri,n.  发现， 发觉； 被发现的事物,False
discrimination,dɪˌskrɪmɪˈneɪʃn,n.  区别， 辨别； 识别力； 差别对待， 歧视,False
disease,dɪˈzi:z,"n. 病，[医] 疾病；弊病
vt. 传染；使…有病",False
disgusting,dɪsˈgʌstɪŋ,adj. 使人反感的；令人厌恶的,False
dislike,dɪsˈlaɪk,"v. 不喜欢，厌恶
n. 嫌恶，反感，不喜爱",False
dismiss,dɪsˈmɪs,v.  使退去， 让离开， 打发走； 免职， 解雇， 解散， 开除  ； 消除  ； 不考虑,False
disobey,ˌdɪsəˈbeɪ,v.  不服从， 违抗,False
distance,ˈdɪstəns,n.  距离， 间距； 遥远， 远方； 冷淡， 疏远； 久远,False
distant,ˈdɪstənt,adj.  远离的， 遥远的； 疏远的， 冷淡的； 久远的； 不同的,False
distinction,dɪˈstɪŋkʃn,"n. 区别, 差别, 级别, 特性, 声望, 显赫",False
distinguish,dɪˈstɪŋgwɪʃ,v.  区别， 辨别； 使有别于， 成为…的特征； 看清， 听出； 使杰出， 使著名,False
distribute,dɪˈstrɪbju:t,vt.  分发， 分配， 分送； 散布， 分布； 分类， 分区,False
district,ˈdɪstrɪkt,n.  地区， 区域； 管区， 行政区,False
disturb,dɪˈstɜ:b,vt.  打扰， 妨碍； 使不安， 使烦恼； 弄乱， 打乱,False
disturbing,dɪˈstɜ:bɪŋ,"adj. 令人不安的；烦扰的
v. 干扰；打断（disturb的ing形式）",False
dive,daɪv,"v. 跳水；潜水；俯冲
n. 跳水（的动作）；潜水（的动作）；俯冲",False
diverse,daɪˈvɜ:s,adj.  多种多样的， 不同的， 变化多的,False
division,dɪˈvɪʒn,n.  除， 除法； 分开， 分隔； 分配； 部分； 分歧， 分裂； 部门,False
divorce,dɪ'vɔ:s,"v.  与…离婚； 使分离， 使脱离
n. 离婚；分离，脱离",False
dizzy,ˈdɪzi,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
v. 使头晕眼花；使混乱；使茫然
n. (Dizzy)人名；(英)迪齐",False
does,dʌz,"v. 做；工作；有用（do的第三人称单数形式）
n. (Does)人名；(荷)杜斯",False
doll,dɒl,"n. 洋娃娃；玩偶；无头脑的美丽女人
v. 把…打扮得花枝招展",False
dormitory,ˈdɔ:mətri,"n. 宿舍，学生宿舍
adj. 住宅区的",False
dot,dɒt,"v. 星罗棋布于；打点于；点缀
n.  点， 圆点； 小数点",False
doubt,daʊt,"n. 怀疑；疑问；疑惑
v. 怀疑；不信；恐怕；拿不准",False
download,ˌdaʊnˈləʊd,n&vt.  下载,False
downtown,ˌdaʊnˈtaʊn,"adv. 往闹市区；在市区
adj. 市中心的
n. 市中心区；三分线以外",False
downward,ˈdaʊnwəd,"adj. 向下的，下降的
adv. 向下",False
dozen,ˈdʌzn,"n. 十二个，一打
adj. 一打的",False
Dr,,abbr. 速度三角形定位法（dead reckoning）；数据记录器（Data Recorder）,False
draft,drɑ:ft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
v. 起草；制定；征募
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的",False
drag,dræg,"vi. 拖着脚步走，在地上拖着行进；慢吞吞地进行，拖延
vt. 拖，拉；打捞
n.  累赘， 障碍； 一吸， 一抽， 一饮",False
drawback,ˈdrɔ:bæk,n.  缺点， 障碍， 不利条件； 退款， 退税,False
drawer,drɔ:(r),n. 抽屉；开票人；出票人；起草者；酒馆侍,False
drawing,ˈdrɔ:ɪŋ,"n. 图画；牵引；素描术
v. 绘画；吸引（draw的ing形式）；拖曳",False
drier,'draɪə,n. 干燥机；干燥剂；吹风机,False
drill,drɪl,"v.  钻， 打； 操练， 训练
n. 钻头，钻床；操练，训练",False
drown,draʊn,"v. 淹没；把…淹死
n. (Drown)人名；(英)德朗",False
drug,drʌg,"n. 药；毒品；麻醉药；滞销货
v. 使服麻醉药；使服毒品；掺麻醉药于",False
drunk,drʌŋk,"v. 喝酒（drink的过去分词）
adj. 喝醉了的",False
due,dju:,"adj. 到期的；预期的；应付的；应得的
n. 应付款；应得之物
adv. 正（置于方位词前）",False
dull,dʌl,"adj. 钝的；迟钝的；无趣的；呆滞的；阴暗的
v. 使迟钝；使阴暗；缓和
n. (Dull)人名；(罗、匈)杜尔；(柬)杜；(英)达尔",False
dusk,dʌsk,"n. 黄昏，薄暮；幽暗，昏暗
adj. 微暗的
v. 使变微暗",False
dust,dʌst,"v. 去掉灰尘；撒，把撒于
n.  尘土， 灰尘； 粉末",False
dustbin,ˈdʌstbɪn,n. 垃圾箱；吃货,False
dusty,ˈdʌsti,adj.  满是灰尘的； 粉状的； 浅灰色的； 枯燥无味的,False
duty,ˈdju:ti,n.  责任， 义务； 职责， 职务； 税， 关税,False
dvd,.diː viː 'diː,abbr. 数字化视频光盘（Digital Video Disk）,False
dynamic,daɪˈnæmɪk,"adj. 精力充沛的；有创新思想的；志在成功的
n. 〔导致某种行动或变化的〕动力，活力",False
dynasty,ˈdɪnəsti,n.  朝代， 王朝,False
